id,merchant_id,merchant_name,month,processor,branch_id,sales_amount,transactions,net,commission_percent,partner_net,payout_amount,volume,sales,refunds,reject_amount,bank_split,bank_payout,income,expenses,partner_branch_number,status,status_category,expected_processor,created_at,tenant_id,agent_net
10944,0021860931,SEINEYARD ROCK LANDING,2024-03,Shift4,4222,3180,,,,940.77,2687.91,238446.19,3180,0,0,0.35,940.77,,,,,,,2025-10-29 01:00:06.754372,1,
10945,0021895747,SOUTHERN SANDS PRINTING CO,2024-03,Shift4,5001,23,,,,8.43,24.07,10075.92,23,0,0,0.35,8.43,,,,,,,2025-10-29 01:00:06.796117,1,
10946,0021936715,SURF SIDE SHORES CONDOMINIUM OWN,2024-03,Shift4,4203,27,,,,4.94,14.12,1060.8,27,0,0,0.35,4.94,,,,,,,2025-10-29 01:00:06.838267,1,
10947,0021826686,THE KAST NET,2024-03,Shift4,4220,277,,,,43.37,123.91,11859.23,277,0,0,0.35,43.37,,,,,,,2025-10-29 01:00:06.880754,1,
10948,0021853480,UNITED POSTAL CENTER PLUS,2024-03,Shift4,4602,514,,,,38.72,110.63,23666.09,514,0,0,0.35,38.72,,,,,,,2025-10-29 01:00:06.928165,1,
10949,0021799921,VACATION TOUR AND TRAVEL AGENCY,2024-03,Shift4,1012,200,,,,451.69,1290.54,262536.06,200,3,0,0.35,451.69,,,,,,,2025-10-29 01:00:06.983214,1,
10950,0021848373,AACTION BETTER BUILT TRANSMISSIO,2024-04,Shift4,4606,36,,,,76.04,217.25,83068.08,36,0,0,0.35,76.04,,,,,,,2025-10-29 01:00:07.033832,1,
10951,0021872092,ANDY AND DAVES GARAGE,2024-04,Shift4,4001,0,,,,5.05,14.44,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:07.079815,1,
10952,0021905892,CARPENTER WINDOW & DOOR,2024-04,Shift4,4227,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:07.122543,1,
10953,0022000784,CHERRY ON TOP,2024-04,Shift4,5001,1,,,,0.7,2,0.01,1,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:07.165756,1,
10954,0021863992,CORNERSTONE WORSHIP CENTER,2024-04,Shift4,1204,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:07.208113,1,
10955,0022000669,DR DIESELS HOUSE OF POWER,2024-04,Shift4,1510,1,,,,0.7,2,0.01,1,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:07.249891,1,
10956,0022036861,EL CUERVO TAQUERIA EXPRESS,2024-04,Shift4,1507,2,,,,0.7,2,1.26,2,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:07.29293,1,
10957,0022021673,ETTER MOTORS & TIRES,2024-04,Shift4,2008,7,,,,0.7,2,5.02,7,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:07.335026,1,
10958,0021988914,FRONT STREET GRILL,2024-04,Shift4,1402,1269,,,,308.28,880.81,63389.15,1269,0,0,0.35,308.28,,,,,,,2025-10-29 01:00:07.378115,1,
10959,0021788134,GENSCO PHARMA,2024-04,Shift4,4612,0,,,,5.69,16.25,0,0,0,0,0.35,5.69,,,,,,,2025-10-29 01:00:07.421384,1,
10960,0022020154,HIPPIE LITTLE LLC,2024-04,Shift4,4212,81,,,,6.47,18.5,1398.52,81,0,0,0.35,6.47,,,,,,,2025-10-29 01:00:07.46747,1,
10961,0021788132,IBIS BAY RESORT,2024-04,Shift4,4007,328,,,,38.03,108.65,14192.66,328,2,0,0.35,38.03,,,,,,,2025-10-29 01:00:07.50899,1,
10962,0021788133,IBIS BAY WATER SPORTS,2024-04,Shift4,4007,74,,,,43.29,123.7,15173.3,74,0,0,0.35,43.29,,,,,,,2025-10-29 01:00:07.551891,1,
10963,0021907393,JUDITH R. RODRIGUEZ-BEC DMD PA,2024-04,Shift4,4614,192,,,,55.12,157.48,46342.54,192,3,0,0.35,55.12,,,,,,,2025-10-29 01:00:07.594508,1,
10964,0021806568,KEY WEST EMPORIUM - 618 DUVAL ST,2024-04,Shift4,4007,1719,,,,144.55,413,100817.96,1719,0,0,0.35,144.55,,,,,,,2025-10-29 01:00:07.637193,1,
10965,0021806569,KEY WEST EMPORIUM - BACKYARD BAR,2024-04,Shift4,4007,961,,,,99.19,283.41,79715.81,961,0,0,0.35,99.19,,,,,,,2025-10-29 01:00:07.67973,1,
10966,0021806567,KEY WEST EMPORIUM - KAYA ISLAND,2024-04,Shift4,4007,2054,,,,227.99,651.41,189011.98,2054,0,0,0.35,227.99,,,,,,,2025-10-29 01:00:07.722206,1,
10967,0021886233,KEYS BOAT FURNITURE,2024-04,Shift4,4004,1,,,,5.56,15.88,633.32,1,0,0,0.35,5.56,,,,,,,2025-10-29 01:00:07.765544,1,
10968,0021907161,LA CHAPINA RESTAURANT,2024-04,Shift4,4005,469,,,,32.26,92.16,25077.82,469,0,0,0.35,32.26,,,,,,,2025-10-29 01:00:07.807671,1,
10969,0021908649,LJS CAFE,2024-04,Shift4,4005,0,,,,5.32,15.19,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:07.855687,1,
10970,0021949643,ONE CUT GLASS LLC,2024-04,Shift4,5004,119,,,,43.59,124.53,37869.19,119,1,0,0.35,43.59,,,,,,,2025-10-29 01:00:07.898725,1,
10971,0021908920,ROOFTOP ON MAIN,2024-04,Shift4,1409,1331,,,,33.78,96.52,55299.15,1331,1,0,0.35,33.78,,,,,,,2025-10-29 01:00:07.941582,1,
10972,0021862960,SAMUELS HOUSE,2024-04,Shift4,4007,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:07.985043,1,
10973,0021860956,SEINEYARD AT WILDWOOD,2024-04,Shift4,4222,1076,,,,258.75,739.28,72090.53,1076,0,0,0.35,258.75,,,,,,,2025-10-29 01:00:08.036597,1,
10974,0021860931,SEINEYARD ROCK LANDING,2024-04,Shift4,4222,2749,,,,781.16,2231.88,202193.4,2749,1,0,0.35,781.16,,,,,,,2025-10-29 01:00:08.090289,1,
10975,0021895747,SOUTHERN SANDS PRINTING CO,2024-04,Shift4,5001,29,,,,9.94,28.39,12198.5,29,0,0,0.35,9.94,,,,,,,2025-10-29 01:00:08.143895,1,
10976,0021936715,SURF SIDE SHORES CONDOMINIUM OWN,2024-04,Shift4,4203,41,,,,6.72,19.2,1591.2,41,0,0,0.35,6.72,,,,,,,2025-10-29 01:00:08.186872,1,
10977,0021826686,THE KAST NET,2024-04,Shift4,4220,203,,,,27.33,78.08,7488.72,203,0,0,0.35,27.33,,,,,,,2025-10-29 01:00:08.229484,1,
10978,0021853480,UNITED POSTAL CENTER PLUS,2024-04,Shift4,4602,487,,,,43.7,124.87,20177.6,487,0,0,0.35,43.7,,,,,,,2025-10-29 01:00:08.272397,1,
10979,0021848373,AACTION BETTER BUILT TRANSMISSIO,2024-05,Shift4,4606,0,,,,4.99,14.25,0,0,0,0,0.35,4.99,,,,,,,2025-10-29 01:00:08.315279,1,
10980,0021872092,ANDY AND DAVES GARAGE,2024-05,Shift4,4001,0,,,,5.05,14.4375,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:08.357889,1,
10981,0021905892,CARPENTER WINDOW & DOOR,2024-05,Shift4,4227,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:08.401987,1,
10982,0022000784,CHERRY ON TOP,2024-05,Shift4,5001,1284,,,,59.71,170.614,21976.51,1284,0,0,0.35,59.71,,,,,,,2025-10-29 01:00:08.44519,1,
10983,0021863992,CORNERSTONE WORSHIP CENTER,2024-05,Shift4,1204,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:08.488097,1,
10984,0022000669,DR DIESELS HOUSE OF POWER,2024-05,Shift4,1510,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:08.53057,1,
10985,0022036861,EL CUERVO TAQUERIA EXPRESS,2024-05,Shift4,1507,63,,,,12.5,35.7025,1904.06,63,0,0,0.35,12.5,,,,,,,2025-10-29 01:00:08.572646,1,
10986,0022021673,ETTER MOTORS & TIRES,2024-05,Shift4,2008,6,,,,4.75,13.565,1070,6,0,0,0.35,4.75,,,,,,,2025-10-29 01:00:08.615447,1,
10987,0021988914,FRONT STREET GRILL,2024-05,Shift4,1402,997,,,,273.46,781.302,55665.3,997,2,0,0.35,273.46,,,,,,,2025-10-29 01:00:08.659302,1,
10988,0021788134,GENSCO PHARMA,2024-05,Shift4,4612,0,,,,5.69,16.25,0,0,0,0,0.35,5.69,,,,,,,2025-10-29 01:00:08.701974,1,
10989,0022020154,HIPPIE LITTLE LLC,2024-05,Shift4,4212,282,,,,27.95,79.8625,6343.4,282,0,0,0.35,27.95,,,,,,,2025-10-29 01:00:08.74544,1,
10990,0021788132,IBIS BAY RESORT,2024-05,Shift4,4007,310,,,,37.34,106.696,11656.43,310,5,0,0.35,37.34,,,,,,,2025-10-29 01:00:08.788271,1,
10991,0021788133,IBIS BAY WATER SPORTS,2024-05,Shift4,4007,96,,,,48.64,138.982,18243.84,96,1,0,0.35,48.64,,,,,,,2025-10-29 01:00:08.82998,1,
10992,0021907393,JUDITH R. RODRIGUEZ-BEC DMD PA,2024-05,Shift4,4614,218,,,,75.7,216.2775,57863.58,218,9,0,0.35,75.7,,,,,,,2025-10-29 01:00:08.872843,1,
10993,0021806568,KEY WEST EMPORIUM - 618 DUVAL ST,2024-05,Shift4,4007,2334,,,,218.04,622.978,150226.39,2334,0,0,0.35,218.04,,,,,,,2025-10-29 01:00:08.916824,1,
10994,0021806569,KEY WEST EMPORIUM - BACKYARD BAR,2024-05,Shift4,4007,1092,,,,96.08,274.528,64470.87,1092,0,0,0.35,96.08,,,,,,,2025-10-29 01:00:08.959818,1,
10995,0021806567,KEY WEST EMPORIUM - KAYA ISLAND,2024-05,Shift4,4007,1408,,,,159.91,456.874,121532.26,1408,0,0,0.35,159.91,,,,,,,2025-10-29 01:00:09.001869,1,
10996,0021886233,KEYS BOAT FURNITURE,2024-05,Shift4,4004,6,,,,11.71,33.47,7019.24,6,0,0,0.35,11.71,,,,,,,2025-10-29 01:00:09.042924,1,
10997,0021907161,LA CHAPINA RESTAURANT,2024-05,Shift4,4005,450,,,,31.41,89.73,24861.71,450,0,0,0.35,31.41,,,,,,,2025-10-29 01:00:09.08534,1,
10998,0021908649,LJS CAFE,2024-05,Shift4,4005,0,,,,5.32,15.1875,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:09.128304,1,
10999,0021774587,MARCO ESCAPES INC,2024-05,Shift4,4011,80,,,,232.46,664.162,170770.7,80,0,0,0.35,232.46,,,,,,,2025-10-29 01:00:09.17068,1,
11000,0021949643,ONE CUT GLASS LLC,2024-05,Shift4,5004,137,,,,54.49,155.6925,49544.52,137,0,0,0.35,54.49,,,,,,,2025-10-29 01:00:09.213116,1,
11001,0021908920,ROOFTOP ON MAIN,2024-05,Shift4,1409,925,,,,137.61,393.174,48724.85,925,1,0,0.35,137.61,,,,,,,2025-10-29 01:00:09.255605,1,
11002,0021862960,SAMUELS HOUSE,2024-05,Shift4,4007,1,,,,5.04,14.396,312,1,0,0,0.35,5.04,,,,,,,2025-10-29 01:00:09.298558,1,
11003,0021860956,SEINEYARD AT WILDWOOD,2024-05,Shift4,4222,1135,,,,330.93,945.516,81564.13,1135,0,0,0.35,330.93,,,,,,,2025-10-29 01:00:09.341057,1,
11004,0021860931,SEINEYARD ROCK LANDING,2024-05,Shift4,4222,2456,,,,751.17,2146.208,199769.7,2456,1,0,0.35,751.17,,,,,,,2025-10-29 01:00:09.383758,1,
11005,0021895747,SOUTHERN SANDS PRINTING CO,2024-05,Shift4,5001,22,,,,7.64,21.8175,8778.28,22,0,0,0.35,7.64,,,,,,,2025-10-29 01:00:09.426022,1,
11006,0021936715,SURF SIDE SHORES CONDOMINIUM OWN,2024-05,Shift4,4203,77,,,,13.46,38.465,2516.82,77,1,0,0.35,13.46,,,,,,,2025-10-29 01:00:09.468334,1,
11007,0021826686,THE KAST NET,2024-05,Shift4,4220,368,,,,64.08,183.072,16277.93,368,0,0,0.35,64.08,,,,,,,2025-10-29 01:00:09.510839,1,
11008,0021853480,UNITED POSTAL CENTER PLUS,2024-05,Shift4,4602,470,,,,40.79,116.5325,18258.24,470,3,0,0.35,40.79,,,,,,,2025-10-29 01:00:09.55198,1,
11009,0021799921,VACATION TOUR AND TRAVEL AGENCY,2024-05,Shift4,1012,163,,,,283.55,810.135,183188.16,163,0,0,,283.55,,,,,,,2025-10-29 01:00:09.594126,1,
11010,0021848373,AACTION BETTER BUILT TRANSMISSIO,2024-06,Shift4,4606,0,,,,4.99,14.25,0,0,0,0,0.35,4.99,,,,,,,2025-10-29 01:00:09.63644,1,
11011,0021872092,ANDY AND DAVES GARAGE,2024-06,Shift4,4001,0,,,,5.05,14.4375,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:09.678034,1,
11012,0021905892,CARPENTER WINDOW & DOOR,2024-06,Shift4,4227,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:09.720508,1,
11013,0022000784,CHERRY ON TOP,2024-06,Shift4,5001,1284,,,,59.71,170.614,21976.51,1284,0,0,0.35,59.71,,,,,,,2025-10-29 01:00:09.763234,1,
11014,0021863992,CORNERSTONE WORSHIP CENTER,2024-06,Shift4,1204,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:09.804983,1,
11015,0022000669,DR DIESELS HOUSE OF POWER,2024-06,Shift4,1510,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:09.847413,1,
11016,0022036861,EL CUERVO TAQUERIA EXPRESS,2024-06,Shift4,1507,63,,,,12.5,35.7025,1904.06,63,0,0,0.35,12.5,,,,,,,2025-10-29 01:00:09.889703,1,
11017,0022021673,ETTER MOTORS & TIRES,2024-06,Shift4,2008,6,,,,4.75,13.565,1070,6,0,0,0.35,4.75,,,,,,,2025-10-29 01:00:09.932867,1,
11018,0021988914,FRONT STREET GRILL,2024-06,Shift4,1402,997,,,,273.46,781.302,55665.3,997,2,0,0.35,273.46,,,,,,,2025-10-29 01:00:09.975251,1,
11019,0021788134,GENSCO PHARMA,2024-06,Shift4,4612,0,,,,5.69,16.25,0,0,0,0,0.35,5.69,,,,,,,2025-10-29 01:00:10.017431,1,
11020,0022020154,HIPPIE LITTLE LLC,2024-06,Shift4,4212,282,,,,27.95,79.8625,6343.4,282,0,0,0.35,27.95,,,,,,,2025-10-29 01:00:10.059597,1,
11021,0021788132,IBIS BAY RESORT,2024-06,Shift4,4007,310,,,,37.34,106.696,11656.43,310,5,0,0.35,37.34,,,,,,,2025-10-29 01:00:10.101816,1,
11022,0021788133,IBIS BAY WATER SPORTS,2024-06,Shift4,4007,96,,,,48.64,138.982,18243.84,96,1,0,0.35,48.64,,,,,,,2025-10-29 01:00:10.14444,1,
11023,0021907393,JUDITH R. RODRIGUEZ-BEC DMD PA,2024-06,Shift4,4614,218,,,,75.7,216.2775,57863.58,218,9,0,0.35,75.7,,,,,,,2025-10-29 01:00:10.186506,1,
11024,0021806568,KEY WEST EMPORIUM - 618 DUVAL ST,2024-06,Shift4,4007,2334,,,,218.04,622.978,150226.39,2334,0,0,0.35,218.04,,,,,,,2025-10-29 01:00:10.228509,1,
11025,0021806569,KEY WEST EMPORIUM - BACKYARD BAR,2024-06,Shift4,4007,1092,,,,96.08,274.528,64470.87,1092,0,0,0.35,96.08,,,,,,,2025-10-29 01:00:10.270873,1,
11026,0021806567,KEY WEST EMPORIUM - KAYA ISLAND,2024-06,Shift4,4007,1408,,,,159.91,456.874,121532.26,1408,0,0,0.35,159.91,,,,,,,2025-10-29 01:00:10.311867,1,
11027,0021886233,KEYS BOAT FURNITURE,2024-06,Shift4,4004,6,,,,11.71,33.47,7019.24,6,0,0,0.35,11.71,,,,,,,2025-10-29 01:00:10.354813,1,
11028,0021907161,LA CHAPINA RESTAURANT,2024-06,Shift4,4005,450,,,,31.41,89.73,24861.71,450,0,0,0.35,31.41,,,,,,,2025-10-29 01:00:10.397315,1,
11029,0021908649,LJS CAFE,2024-06,Shift4,4005,0,,,,5.32,15.1875,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:10.438966,1,
11030,0021774587,MARCO ESCAPES INC,2024-06,Shift4,4011,80,,,,232.46,664.162,170770.7,80,0,0,0.35,232.46,,,,,,,2025-10-29 01:00:10.48164,1,
11031,0021949643,ONE CUT GLASS LLC,2024-06,Shift4,5004,137,,,,54.49,155.6925,49544.52,137,0,0,0.35,54.49,,,,,,,2025-10-29 01:00:10.524431,1,
11032,0021908920,ROOFTOP ON MAIN,2024-06,Shift4,1409,925,,,,137.61,393.174,48724.85,925,1,0,0.35,137.61,,,,,,,2025-10-29 01:00:10.568787,1,
11033,0021862960,SAMUELS HOUSE,2024-06,Shift4,4007,1,,,,5.04,14.396,312,1,0,0,0.35,5.04,,,,,,,2025-10-29 01:00:10.612437,1,
11034,0021860956,SEINEYARD AT WILDWOOD,2024-06,Shift4,4222,1135,,,,330.93,945.516,81564.13,1135,0,0,0.35,330.93,,,,,,,2025-10-29 01:00:10.654794,1,
11035,0021860931,SEINEYARD ROCK LANDING,2024-06,Shift4,4222,2456,,,,751.17,2146.208,199769.7,2456,1,0,0.35,751.17,,,,,,,2025-10-29 01:00:10.698289,1,
11036,0021895747,SOUTHERN SANDS PRINTING CO,2024-06,Shift4,5001,22,,,,7.64,21.8175,8778.28,22,0,0,0.35,7.64,,,,,,,2025-10-29 01:00:10.741271,1,
11037,0021936715,SURF SIDE SHORES CONDOMINIUM OWN,2024-06,Shift4,4203,77,,,,13.46,38.465,2516.82,77,1,0,0.35,13.46,,,,,,,2025-10-29 01:00:10.784111,1,
11038,0021826686,THE KAST NET,2024-06,Shift4,4220,368,,,,64.08,183.072,16277.93,368,0,0,0.35,64.08,,,,,,,2025-10-29 01:00:10.826972,1,
11039,0021853480,UNITED POSTAL CENTER PLUS,2024-06,Shift4,4602,470,,,,40.79,116.5325,18258.24,470,3,0,0.35,40.79,,,,,,,2025-10-29 01:00:10.871157,1,
11040,0021799921,VACATION TOUR AND TRAVEL AGENCY,2024-06,Shift4,1012,163,,,,283.55,810.135,183188.16,163,0,0,,283.55,,,,,,,2025-10-29 01:00:10.916323,1,
11041,0021848373,AACTION BETTER BUILT TRANSMISSIO,2024-07,Shift4,4606,0,,,,5.32,15.19,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:10.960313,1,
11042,0021872092,ANDY AND DAVES GARAGE,2024-07,Shift4,4001,0,,,,5.05,14.44,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:11.004071,1,
11043,0021905892,CARPENTER WINDOW & DOOR,2024-07,Shift4,4227,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:11.046977,1,
11044,0022000784,CHERRY ON TOP,2024-07,Shift4,5001,2564,,,,147.68,421.94,50791.85,2564,0,0,0.35,147.68,,,,,,,2025-10-29 01:00:11.089631,1,
11045,0021863992,CORNERSTONE WORSHIP CENTER,2024-07,Shift4,1204,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:11.131777,1,
11046,0022000669,DR DIESELS HOUSE OF POWER,2024-07,Shift4,1510,2,,,,0.7,2,1.05,2,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:11.174731,1,
11047,0022036861,EL CUERVO TAQUERIA EXPRESS,2024-07,Shift4,1507,0,,,,4.13,11.81,0,0,0,0,0.35,4.13,,,,,,,2025-10-29 01:00:11.267398,1,
11048,0022021673,ETTER MOTORS & TIRES,2024-07,Shift4,2008,5,,,,11.45,32.7,1240,5,0,0,0.35,11.45,,,,,,,2025-10-29 01:00:11.310888,1,
11049,0021988914,FRONT STREET GRILL,2024-07,Shift4,1402,1040,,,,288.15,823.3,59555.55,1040,2,0,0.35,288.15,,,,,,,2025-10-29 01:00:11.353838,1,
11050,0021788134,GENSCO PHARMA,2024-07,Shift4,4612,0,,,,5.69,16.25,0,0,0,0,0.35,5.69,,,,,,,2025-10-29 01:00:11.397031,1,
11051,0022020154,HIPPIE LITTLE LLC,2024-07,Shift4,4212,248,,,,35.29,100.83,6617.44,248,0,0,0.35,35.29,,,,,,,2025-10-29 01:00:11.440005,1,
11052,0021788132,IBIS BAY RESORT,2024-07,Shift4,4007,226,,,,22.77,65.05,10018.63,226,5,0,0.35,22.77,,,,,,,2025-10-29 01:00:11.48275,1,
11053,0021788133,IBIS BAY WATER SPORTS,2024-07,Shift4,4007,77,,,,37.87,108.21,14389.08,77,1,0,0.35,37.87,,,,,,,2025-10-29 01:00:11.526256,1,
11054,0021907393,JUDITH R. RODRIGUEZ-BEC DMD PA,2024-07,Shift4,4614,160,,,,49.84,142.39,35445.46,160,9,0,0.35,49.84,,,,,,,2025-10-29 01:00:11.569176,1,
11055,0021806568,KEY WEST EMPORIUM - 618 DUVAL ST,2024-07,Shift4,4007,2214,,,,283.23,809.24,157715.94,2214,0,0,0.35,283.23,,,,,,,2025-10-29 01:00:11.614047,1,
11056,0021806569,KEY WEST EMPORIUM - BACKYARD BAR,2024-07,Shift4,4007,394,,,,45.79,130.84,31426.15,394,0,0,0.35,45.79,,,,,,,2025-10-29 01:00:11.657771,1,
11057,0021806567,KEY WEST EMPORIUM - KAYA ISLAND,2024-07,Shift4,4007,1187,,,,180.82,516.63,112915.03,1187,0,0,0.35,180.82,,,,,,,2025-10-29 01:00:11.701917,1,
11058,0021886233,KEYS BOAT FURNITURE,2024-07,Shift4,4004,5,,,,8.86,25.31,3933.98,5,0,0,0.35,8.86,,,,,,,2025-10-29 01:00:11.744334,1,
11059,0021907161,LA CHAPINA RESTAURANT,2024-07,Shift4,4005,444,,,,32.72,93.48,25959.93,444,0,0,0.35,32.72,,,,,,,2025-10-29 01:00:11.78724,1,
11060,0021908649,LJS CAFE,2024-07,Shift4,4005,0,,,,5.32,15.19,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:11.830602,1,
11061,0021774587,MARCO ESCAPES INC,2024-07,Shift4,4011,55,,,,169.67,484.77,116314.26,55,0,0,0.35,169.67,,,,,,,2025-10-29 01:00:11.873711,1,
11062,0021949643,ONE CUT GLASS LLC,2024-07,Shift4,5004,147,,,,58.31,166.61,50523.89,147,0,0,0.35,58.31,,,,,,,2025-10-29 01:00:11.916496,1,
11063,0021908920,ROOFTOP ON MAIN,2024-07,Shift4,1409,925,,,,118.58,338.8,43482.26,925,1,0,0.35,118.58,,,,,,,2025-10-29 01:00:11.958846,1,
11064,0021862960,SAMUELS HOUSE,2024-07,Shift4,4007,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:12.001304,1,
11065,0021860956,SEINEYARD AT WILDWOOD,2024-07,Shift4,4222,1709,,,,493.96,1411.32,124385.48,1709,0,0,0.35,493.96,,,,,,,2025-10-29 01:00:12.044931,1,
11066,0021860931,SEINEYARD ROCK LANDING,2024-07,Shift4,4222,0,,,,0.7,2,0,0,1,0,0.35,0.7,,,,,,,2025-10-29 01:00:12.091632,1,
11067,0021895747,SOUTHERN SANDS PRINTING CO,2024-07,Shift4,5001,11,,,,7.29,20.83,2701.78,11,0,0,0.35,7.29,,,,,,,2025-10-29 01:00:12.134578,1,
11068,0021936715,SURF SIDE SHORES CONDOMINIUM OWN,2024-07,Shift4,4203,71,,,,14.06,40.18,2869.3,71,1,0,0.35,14.06,,,,,,,2025-10-29 01:00:12.180496,1,
11069,0021826686,THE KAST NET,2024-07,Shift4,4220,262,,,,42.28,120.8,10491.71,262,0,0,0.35,42.28,,,,,,,2025-10-29 01:00:12.221951,1,
11070,0021853480,UNITED POSTAL CENTER PLUS,2024-07,Shift4,4602,374,,,,36.4,104,16526.15,374,3,0,0.35,36.4,,,,,,,2025-10-29 01:00:12.264354,1,
11071,0021799921,VACATION TOUR AND TRAVEL AGENCY,2024-07,Shift4,1012,237,,,,376.4,1075.42,237972.62,237,0,0,,376.4,,,,,,,2025-10-29 01:00:12.307108,1,
11072,0021848373,AACTION BETTER BUILT TRANSMISSIO,2024-08,Shift4,4606,0,,,,5.32,15.19,0,0,0,0,0.35,5.32,,,,,,,2025-10-29 01:00:12.34898,1,
11073,0021872092,ANDY AND DAVES GARAGE,2024-08,Shift4,4001,0,,,,5.05,14.44,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:12.394615,1,
11074,0021905892,CARPENTER WINDOW & DOOR,2024-08,Shift4,4227,0,,,,0.7,2,0,0,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:12.437485,1,
11075,0022000784,CHERRY ON TOP,2024-08,Shift4,5001,2579,,,,158.65,453.28,52603.61,2579,0,0,0.35,158.65,,,,,,,2025-10-29 01:00:12.47896,1,
11076,0021863992,CORNERSTONE WORSHIP CENTER,2024-08,Shift4,1204,0,,,,3.99,11.4,0,0,0,0,0.35,3.99,,,,,,,2025-10-29 01:00:12.522813,1,
11077,0022000669,DR DIESELS HOUSE OF POWER,2024-08,Shift4,1510,6,,,,0.7,2,57.04,6,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:12.565985,1,
11078,0022036861,EL CUERVO TAQUERIA EXPRESS,2024-08,Shift4,1507,0,,,,5.05,14.44,0,0,0,0,0.35,5.05,,,,,,,2025-10-29 01:00:12.608583,1,
11079,0022021673,ETTER MOTORS & TIRES,2024-08,Shift4,2008,3,,,,6.82,19.48,1122,3,0,0,0.35,6.82,,,,,,,2025-10-29 01:00:12.651254,1,
11080,0021928399,FLORIDA KEYS COMMERCIAL FISHERME,2024-08,Shift4,4004,0,,,,0.7,2,0,0,0,,0.35,0.7,,,,,,,2025-10-29 01:00:12.693995,1,
11081,0021988914,FRONT STREET GRILL,2024-08,Shift4,1402,683,,,,182.25,520.71,37834.7,683,0,0,0.35,182.25,,,,,,,2025-10-29 01:00:12.738752,1,
11082,0021788134,GENSCO PHARMA,2024-08,Shift4,4612,0,,,,5.69,16.25,0,0,0,0,0.35,5.69,,,,,,,2025-10-29 01:00:12.781497,1,
11083,0022020154,HIPPIE LITTLE LLC,2024-08,Shift4,4212,27,,,,0.7,2,644,27,0,0,0.35,0.7,,,,,,,2025-10-29 01:00:12.824362,1,
11084,0021788132,IBIS BAY RESORT,2024-08,Shift4,4007,267,,,,18.89,53.98,6384.67,267,0,0,0.35,18.89,,,,,,,2025-10-29 01:00:12.867337,1,
11085,0021788133,IBIS BAY WATER SPORTS,2024-08,Shift4,4007,126,,,,74.72,213.48,26581.61,126,2,0,0.35,74.72,,,,,,,2025-10-29 01:00:12.908986,1,
11086,0021907393,JUDITH R. RODRIGUEZ-BEC DMD PA,2024-08,Shift4,4614,169,,,,56.91,162.59,47482.43,169,5,0,0.35,56.91,,,,,,,2025-10-29 01:00:12.951481,1,
11087,0021806568,KEY WEST EMPORIUM - 618 DUVAL ST,2024-08,Shift4,4007,2732,,,,352.28,1006.53,207291.58,2732,0,0,0.35,352.28,,,,,,,2025-10-29 01:00:12.993932,1,
11088,0021806569,KEY WEST EMPORIUM - BACKYARD BAR,2024-08,Shift4,4007,295,,,,47.36,135.3,27276.5,295,0,0,0.35,47.36,,,,,,,2025-10-29 01:00:13.03645,1,
11089,0021806567,KEY WEST EMPORIUM - KAYA ISLAND,2024-08,Shift4,4007,1526,,,,228.54,652.98,152234.84,1526,0,0,0.35,228.54,,,,,,,2025-10-29 01:00:13.088832,1,
11090,0021886233,KEYS BOAT FURNITURE,2024-08,Shift4,4004,5,,,,11.46,32.75,7002.24,5,0,0,0.35,11.46,,,,,,,2025-10-29 01:00:13.131587,1,
