id,merchant_id,dba_name,partner_branch_number,status,status_category,current_processor,created_at,updated_at,tenant_id
460,924600888800864,RICHMOND GYMNASTICS TRAIN,,Merchant Is Live,Boarding,Merchant Lynx,2025-10-31 06:55:52.234137,2025-11-14 14:36:26.355,1
449,526503580100022,COLLEGE FL KEYS - CAFE,,Merchant Is Live,Boarding,Fiserv Omaha,2025-10-31 06:55:51.317442,2025-11-14 14:36:24.099,1
451,6588000002323010,TAMPA BAY SMART LLC,,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:51.483983,2025-11-01 19:50:52.543,1
452,6588000002318650,"SCHAIN AND COMPANY, CPAS",4605,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:51.569537,2025-11-01 19:50:52.641,1
453,6588000002310520,SAAVEDRA GOODWIN- TRUST,4602,Incompatible Equipment,Merchant Cancelled,Clearent,2025-10-31 06:55:51.652244,2025-11-01 19:50:52.731,1
454,6588000002310370,SAAVEDRA GOODWIN - OPERATING,4602,Incompatible Equipment,Merchant Cancelled,Clearent,2025-10-31 06:55:51.736176,2025-11-01 19:50:52.82,1
455,6588000002331040,NUTRITION CONNECTION BALANCE,4212,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:51.819622,2025-11-01 19:50:52.917,1
448,526503580400018,COLLEGE FL KEYS - ONLINE,,Merchant Is Live,Boarding,Fiserv Omaha,2025-10-31 06:55:51.23232,2025-11-14 14:36:27.394,1
457,6588000002323180,HOME BOSS AV LLC,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:51.984195,2025-11-01 19:50:53.104,1
456,6588000002319580,GREEN SCENE LAWN & LANDSCAPE,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:51.902721,2025-11-14 14:36:26.529,1
461,924600888800898,ORNAMENTAL COLUMNS & STAT,4017,Business Closed,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:52.318289,2025-11-14 14:37:43.473,1
458,924600888800872,THE NEXT STEP DANCE STUDI,,Merchant Is Live,Boarding,Merchant Lynx,2025-10-31 06:55:52.067157,2025-11-14 14:36:26.442,1
446,10821,INSPECTIONS CONSULTANTS GROUP,2004,Merchant Is Live,Boarding,TRX,2025-10-31 06:55:51.064593,2025-11-14 14:37:06.62,1
464,6588000002315280,TOBACCO HAVEN,1309,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:52.582065,2025-11-01 19:50:53.738,1
465,6588000002242380,TOES IN THE WATER CHARTERS,4007,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:52.665094,2025-11-01 19:50:53.829,1
466,6588000002278510,TOBACCO HAVEN,1309,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:52.748497,2025-11-01 19:50:53.918,1
439,6588000002318830,OAK RIDGE HEALTH AND REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:50.479943,2025-11-14 14:36:19.297,1
415,6588000002347670,AQUA VISTA POOL & SPA LLC,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:48.467644,2025-11-01 19:50:49.293,1
416,6588000002330380,WESTWOOD HEALTH & REHAB,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:48.551995,2025-11-01 19:50:49.383,1
417,6588000002341890,JAMES RIVER NURSING AND REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:48.635614,2025-11-01 19:50:49.473,1
419,6588000002329850,ST. ELIZABETH'S PLACE,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:48.80182,2025-11-01 19:50:49.655,1
1257,LEAD-1Z8W137H,Conway MedCare Pharmacy,,Visit In Person,Qualifying,,2025-10-31 12:27:51.203906,2025-10-31 12:27:51.203906,1
1258,LEAD-J0CDSPXI,American Home Pharmacy,,Visit In Person,Qualifying,,2025-10-31 12:27:51.286916,2025-10-31 12:27:51.286916,1
471,6588000002272830,HORIZON SOUTH,9033,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.176221,2025-11-01 19:50:54.369,1
491,529808620113639,KAYAK KINGS OF KEY WEST,4007,Business Closed,Merchant Cancelled,TRX,2025-10-31 06:55:54.858437,2025-11-14 14:37:25.376,1
104,924600888802308,GRINDER LAW FIRM - TRX,1010,Business Closed,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:20.955685,2025-11-14 14:37:27.628,1
476,6588000002242490,CORAL ISLES CHURCH,4003,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:53.596301,2025-11-01 19:50:54.816,1
477,6588000002279740,"BAYSTAR BUILDERS, INC 2",4701,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:53.678884,2025-11-01 19:50:54.905,1
478,6588000002279730,"BAYSTAR BUILDERS, INC. 1",4701,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:53.766633,2025-11-01 19:50:54.995,1
479,6588000002303900,"AWNCLEAN USA, INC",4701,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:53.855073,2025-11-01 19:50:55.085,1
480,5436845559934290,JT POWER WASH,1110,Merchant Is Live,Boarding,Global Payments - TSYS,2025-10-31 06:55:53.940488,2025-11-01 19:50:55.175,1
481,5436845559906040,KINGS LIVE MUSIC,,Equipment Malfunction,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:54.023077,2025-11-01 19:50:55.265,1
482,5436845559915890,Manne Foundation Homeless Prevention,4620,Merchant Is Live,Boarding,Global Payments - TSYS,2025-10-31 06:55:54.107239,2025-11-01 19:50:55.355,1
502,535848190100057,"SCOTT R. ENGLISH, MD.PA.",4621,Merchant Is Live,Boarding,Fiserv Omaha,2025-10-31 06:55:55.775042,2025-11-14 14:36:24.709,1
483,924600888800732,5 BROTHERS TWO,4004,Change Of Ownership,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:54.191052,2025-11-14 14:36:24.537,1
485,4783790988800010,AUTHENTIC ISLAND JERK CLOSED,4007,Not Processing No Activity,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:54.357897,2025-11-01 19:50:55.623,1
501,535848190100065,MYGENICS,4013,Processing Under New MID,Merchant Cancelled,Fiserv Omaha,2025-10-31 06:55:55.692562,2025-11-14 14:37:04.266,1
487,6588000002115390,"FSM FOODS INTERNATIONAL, INC",,Not Processing No Activity,Merchant Cancelled,Clearent,2025-10-31 06:55:54.526203,2025-11-01 19:50:55.803,1
488,6588000002216530,LEGACY AIR INC,,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:54.609392,2025-11-01 19:50:55.893,1
489,6588000002207940,"ISLAND RELIEF, LLC",4007,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:54.692205,2025-11-01 19:50:55.982,1
492,5436845559817020,GILLESPIE COUNTY FRIEND,,Merchant Is Live,Boarding,Global Payments - TSYS,2025-10-31 06:55:54.942387,2025-11-01 19:50:56.251,1
493,5436845559813090,DREAMLINE MFG INC,4620,Merchant Is Live,Boarding,Global Payments - TSYS,2025-10-31 06:55:55.025053,2025-11-01 19:50:56.342,1
494,5436845559759350,COASTAL METAL,,Not Processing No Activity,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:55.107986,2025-11-01 19:50:56.431,1
495,5436845559717310,LIVSMOOTH - TALLAHASSEE,1001,Switched To Software Vendor,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:55.191878,2025-11-01 19:50:56.52,1
496,5436845559717420,LIVSMOOTH - WINTER GRDN,1001,Switched To Software Vendor,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:55.274982,2025-11-01 19:50:56.609,1
486,924600888800237,FENIX CIGARS,4007,Merchant Is Live,Boarding,Merchant Lynx,2025-10-31 06:55:54.442596,2025-11-14 14:36:27.571,1
498,5436845559717290,LIVSMOOTH - OVIEDO,1001,Switched To Software Vendor,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:55.441506,2025-11-01 19:50:56.789,1
497,5436845559717300,LIVSMOOTH  JACKSONVILLE,1001,Switched To Software Vendor,Merchant Cancelled,Global Payments - TSYS,2025-10-31 06:55:55.358156,2025-11-14 14:36:24.882,1
484,924600888800765,5 BROTHERS TWO SEAFOOD,4004,Change Of Ownership,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:54.27408,2025-11-14 14:36:24.451,1
157,22156255,E & G EMPANADAS KING AND MORE LLC,,Never Received Equipment,Merchant Cancelled,Shift4,2025-10-31 06:55:25.416282,2025-11-14 14:37:05.648,1
499,5436845559568000,GYROTONIC,4620,Merchant Is Live,Boarding,Global Payments - TSYS,2025-10-31 06:55:55.525141,2025-11-14 14:36:24.796,1
503,6588000001964850,ZEPHYRHILLS NEWS,4605,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:55.858084,2025-11-01 19:50:57.259,1
504,6588000002139510,TTT MEATS,2021,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:55.941224,2025-11-01 19:50:57.348,1
505,6588000002132700,THE MOTORCOACH STORE,4007,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:56.026027,2025-11-01 19:50:57.439,1
506,6588000002119640,LOW KEY FISHERIES,4003,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:56.109361,2025-11-01 19:50:57.526,1
507,6588000002055890,MCKINNEY TIRE PROS,1012,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:56.192552,2025-11-01 19:50:57.616,1
508,6588000002055930,MONROE'S TIRE PROS,1012,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:56.276057,2025-11-01 19:50:57.705,1
511,6588000001994160,ISLAMORADA CHAMBER OF COMMERCE,4003,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:56.525143,2025-11-01 19:50:57.976,1
512,6588000002173500,BEACH MUNCHIES,4007,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:56.614101,2025-11-01 19:50:58.065,1
500,535848190100040,CHARLOTTE COUNTY AIRPORT AUTHO,4013,Merchant Is Live,Boarding,Fiserv Omaha,2025-10-31 06:55:55.609307,2025-11-14 14:36:23.925,1
56,3286748882065740,"Etter Truck Service & Tire, LLC",,Merchant Is Live,Boarding,PayBright,2025-10-31 06:55:16.743413,2025-11-01 19:49:39.294,1
62,6588000002881300,Rickey's Restaurant and Sports Bar,4606,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:17.334862,2025-11-01 19:49:40.456,1
467,6588000002302390,"STEVE'S AUTO CENTER OF CONWAY, INC",,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:52.832416,2025-11-01 19:50:54.009,1
129,21863992,CORNERSTONE WORSHIP CENTER,1204,Merchant Is Live,Boarding,S4,2025-10-31 06:55:23.065728,2025-11-14 14:37:09.746,1
468,6588000002282950,NAIL STUDIO KEY WEST,4007,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:52.91751,2025-11-01 19:50:54.099,1
469,6588000002253800,MEDTRUST HEALTH ALLIANCE,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.000017,2025-11-01 19:50:54.189,1
470,6588000002283360,ISLAND SHORES ASSOCIATION INC.,5001,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.082179,2025-11-01 19:50:54.28,1
472,6588000002270980,HEARTLAND FORD,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.261273,2025-11-01 19:50:54.458,1
552,LEAD-Q0MZ35XQ,ISLAND LUXURY EVENTS CORP,4001,Phone Followup,Qualifying,,2025-10-31 07:33:48.895718,2025-10-31 07:33:48.895718,1
473,6588000002270930,HEARTLAND CHEVROLET GMC,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.345446,2025-11-01 19:50:54.547,1
553,LEAD-Y37V29NS,KNIGHTS OF COLUMBUS,4707,Called LVM,Qualifying,,2025-10-31 07:33:49.072486,2025-10-31 07:33:49.072486,1
2882,LEAD-3PLT19NM,Michael Gas N Go,,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:35.910974,2025-11-01 19:44:35.910974,1
474,6588000002271020,HEARTLAND CHRYSLER DODGE JEEP RAM,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:53.429272,2025-11-01 19:50:54.637,1
509,6588000001914890,MOTORSPORTS AUTHORITY-HOT SPRINGS,,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:56.359212,2025-11-01 19:50:57.794,1
369,924600888802217,EAST JOHNSON COUNTY WATER,1409,Merchant Is Live,Boarding,Merchant Lynx,2025-10-31 06:55:44.583371,2025-11-14 14:36:23.751,1
405,6588000002342240,VACATION FUN BY PHIL AND CAROL,4212,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:47.611324,2025-11-01 19:50:48.39,1
411,6588000002340920,REED RV PARK INC,2207,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:48.133139,2025-11-01 19:50:48.934,1
1259,LEAD-VJ5L4E2V,LA BODEGA ARKANSAS LLC,1110,Buried - No Reason Specified,Dead End,,2025-10-31 12:27:51.369033,2025-10-31 12:27:51.369033,1
1260,LEAD-UD9MAE7E,J P CAR WASH AUTO DETAILING LLC,1110,Future Follow Up,Not Yet Interested,,2025-10-31 12:27:51.53285,2025-10-31 12:27:51.53285,1
1261,LEAD-77BM403W,Salty Girls Island Cafe LLC,4018,Phone Followup,Qualifying,,2025-10-31 12:27:51.613915,2025-10-31 12:27:51.613915,1
1262,LEAD-YX5AEM8Q,ROADMASTER INC,1120,Buried - No Reason Specified,Dead End,,2025-10-31 12:27:51.696255,2025-10-31 12:27:51.696255,1
513,LEAD-IOPQTSAB,BIG PINE MOTEL LLC,4005,Called LVM,Qualifying,,2025-10-31 07:33:45.268407,2025-10-31 07:33:45.268407,1
514,LEAD-F2MZ0YF1,Partners Imaging Center of Sarasota LLC,4715,Brand New,Qualifying,,2025-10-31 07:33:45.363373,2025-10-31 07:33:45.363373,1
515,LEAD-KVDN1T6T,Beach House Builders,4212,Proposal Completed,Deal Status,,2025-10-31 07:33:45.447822,2025-10-31 07:33:45.447822,1
516,LEAD-BJSXHJ5V,2M STORAGE,1110,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:45.531038,2025-10-31 07:33:45.531038,1
517,LEAD-GYOD90YF,3A REFRIGERATION LLC,1001,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:45.613726,2025-10-31 07:33:45.613726,1
518,LEAD-LNKSP1A4,"Panabelle, Inc. DBA Holiday Camp Ground",4220,Called LVM,Qualifying,,2025-10-31 07:33:45.697036,2025-10-31 07:33:45.697036,1
519,LEAD-WOOSZ7IT,REDZONE HEALTH AND WELLNESS LLC,1119,Submitted Waiting For Approval,Underwriting,,2025-10-31 07:33:45.779713,2025-10-31 07:33:45.779713,1
520,LEAD-MB515MXY,Arkansas Military Veterans Hall of Fame,1305,Pitched Decision Maker,Deal Status,,2025-10-31 07:33:45.862295,2025-10-31 07:33:45.862295,1
521,LEAD-S786VC8N,St. James of Fisherman episcopal Church,1001,Appointment For Presentation Set,Qualifying,,2025-10-31 07:33:45.944034,2025-10-31 07:33:45.944034,1
522,LEAD-RFZS6TDD,PURE PAINT FLORIDA LLC,4507,Brand New,Qualifying,,2025-10-31 07:33:46.02721,2025-10-31 07:33:46.02721,1
523,LEAD-8RQVEEPC,T.O.,4227,Called LVM,Qualifying,,2025-10-31 07:33:46.110466,2025-10-31 07:33:46.110466,1
524,LEAD-786D7XDR,CIRCUS OF THE KIDS INC.,4301,Phone Followup,Qualifying,,2025-10-31 07:33:46.194116,2025-10-31 07:33:46.194116,1
525,LEAD-2R182T74,HEIGHTS APOTHECARY AND  HEMP LLC,1210,Phone Followup,Qualifying,,2025-10-31 07:33:46.27683,2025-10-31 07:33:46.27683,1
526,LEAD-JDOQZ3VZ,BOY SCOUTS OF AMERICA TROOP 70,5006,Volume Too Low,Dead End,,2025-10-31 07:33:46.360032,2025-10-31 07:33:46.360032,1
527,LEAD-YSCDQ11B,T.I.G.F.,4212,Called LVM,Qualifying,,2025-10-31 07:33:46.442124,2025-10-31 07:33:46.442124,1
528,LEAD-DA9FOKCY,Midtown Print,4301,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:46.524604,2025-10-31 07:33:46.524604,1
529,LEAD-HQE1V4X5,CM Merritt Construction,4235,No Appointment Set,Qualifying,,2025-10-31 07:33:46.606135,2025-10-31 07:33:46.606135,1
530,LEAD-S2VHJO9B,"Dominguez Retail Co,. LLC - Aylin's Fresh Market",1507,Called LVM,Qualifying,,2025-10-31 07:33:46.691433,2025-10-31 07:33:46.691433,1
531,LEAD-FBSXN5WX,EL SASON DE GUERRERO MEXICAN FOOD LLC,1507,Proposal Completed,Deal Status,,2025-10-31 07:33:46.776301,2025-10-31 07:33:46.776301,1
532,LEAD-C7HCSWNH,CUB SCOUT PACK 10,2003,Buried - Zero Chance For Deal,Dead End,,2025-10-31 07:33:46.860113,2025-10-31 07:33:46.860113,1
533,LEAD-6LETNNFW,Sunray Plumbing & Repair LLC,2021,Brand New,Qualifying,,2025-10-31 07:33:46.943214,2025-10-31 07:33:46.943214,1
534,LEAD-JW3WZPL1,(305) 731-3534,4001,Called LVM,Qualifying,,2025-10-31 07:33:47.027011,2025-10-31 07:33:47.027011,1
535,LEAD-2MPLX7PR,MARLON BARAHONA FOOD TRUCK,1402,Future Follow Up,Not Yet Interested,,2025-10-31 07:33:47.112151,2025-10-31 07:33:47.112151,1
536,LEAD-34D4OYQM,East Arkansas Area Agency On Aging Inc,,Brand New,Qualifying,,2025-10-31 07:33:47.195945,2025-10-31 07:33:47.195945,1
537,LEAD-V0SCKJ00,SANCHEZ WINDOWS AND DOORS IN THE KEYS LL,4001,Called LVM,Qualifying,,2025-10-31 07:33:47.279582,2025-10-31 07:33:47.279582,1
538,LEAD-YWUWUD5R,MIKEY LITES IT LLC,4705,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:47.360335,2025-10-31 07:33:47.360335,1
539,LEAD-40EYSTG2,Docs On Duval,4007,Phone Followup,Qualifying,,2025-10-31 07:33:47.442839,2025-10-31 07:33:47.442839,1
540,LEAD-73ITX93Y,dba Westark Truck Repair,1410,Future Follow Up,Not Yet Interested,,2025-10-31 07:33:47.527019,2025-10-31 07:33:47.527019,1
541,LEAD-RZ99TIUK,nick zukowitz,4013,Pitched Decision Maker,Deal Status,,2025-10-31 07:33:47.698316,2025-10-31 07:33:47.698316,1
542,LEAD-TPMSECIG,Hammer Navarro Tanoli & Associates PA,4619,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:47.875417,2025-10-31 07:33:47.875417,1
543,LEAD-NW4JBTXO,Corvette Generations,4505,Following Up For Decision,Deal Status,,2025-10-31 07:33:47.961499,2025-10-31 07:33:47.961499,1
544,LEAD-LXNA4N8K,Crooked River LightHouse,1001,Pitched Decision Maker,Deal Status,,2025-10-31 07:33:48.046912,2025-10-31 07:33:48.046912,1
545,LEAD-YGVV2THT,Executive Women of the Palm Beaches,4621,Proposal Completed,Deal Status,,2025-10-31 07:33:48.129982,2025-10-31 07:33:48.129982,1
546,LEAD-GQGRTNVZ,STARFISH KITCHEN LLC,4001,Called LVM,Qualifying,,2025-10-31 07:33:48.215103,2025-10-31 07:33:48.215103,1
547,LEAD-Z7Y0AEE9,PIRATE CAFE LLC,4001,Called LVM,Qualifying,,2025-10-31 07:33:48.29767,2025-10-31 07:33:48.29767,1
548,LEAD-YBUSKTX9,Alco Farms,1120,Brand New,Qualifying,,2025-10-31 07:33:48.464926,2025-10-31 07:33:48.464926,1
549,LEAD-6G1RIQ4V,Southern Style Equipment,,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:48.550021,2025-10-31 07:33:48.550021,1
431,6588000002330260,THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:49.80526,2025-11-01 19:50:50.736,1
327,6588000002482180,ASHFORD AUTO DETAIL,1315,Merchant Is Live,Boarding,Clearent,2025-10-31 06:55:40.86966,2025-11-14 14:36:40.495,1
1263,LEAD-3Y28Q57E,NAILS & SPA JUNCTION LLC,4501,Buried - Zero Chance For Deal,Dead End,,2025-10-31 12:27:51.778638,2025-10-31 12:27:51.778638,1
1264,LEAD-QDBHSMRQ,South Of The Center Inc,4018,Buried - No Reason Specified,Dead End,,2025-10-31 12:27:51.860823,2025-10-31 12:27:51.860823,1
1265,LEAD-NTVN4N7S,BIG HEART CHILDREN FOUNDATION INC,4606,Buried - No Reason Specified,Dead End,,2025-10-31 12:27:51.942463,2025-10-31 12:27:51.942463,1
1266,LEAD-9DA8U0GC,South Of The Center Inc,4018,Difficult To Reach,Not Yet Interested,,2025-10-31 12:27:52.025209,2025-10-31 12:27:52.025209,1
1267,LEAD-J2ILOKU7,PLANT CITY DOLPHIN YOUTH FOOTBALL AND CHEERLEADING,4510,Volume Too Low,Dead End,,2025-10-31 12:27:52.107576,2025-10-31 12:27:52.107576,1
1268,LEAD-X6KCD896,PREMIER PROCESS SERVICE INC,4705,Buried - Zero Chance For Deal,Dead End,,2025-10-31 12:27:52.271969,2025-10-31 12:27:52.271969,1
1269,LEAD-273N2KZC,BURNT STORE GAS & FOOD LLC,4017,Suspicious,Dead End,,2025-10-31 12:27:52.354311,2025-10-31 12:27:52.354311,1
554,LEAD-N108PSB8,Mystique Landscape & Maintenance Inc,4613,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:49.15509,2025-10-31 07:33:49.15509,1
555,LEAD-1CNBY946,Jackson Pools Inc,4017,Called LVM,Qualifying,,2025-10-31 07:33:49.239254,2025-10-31 07:33:49.239254,1
556,LEAD-OKHZH2MU,WELLNESS RECLAMATION LLC,4108,Phone Followup,Qualifying,,2025-10-31 07:33:49.321049,2025-10-31 07:33:49.321049,1
557,LEAD-2B7MNABH,Ginger Webb Chasolen DDS PL,4715,Called LVM,Qualifying,,2025-10-31 07:33:49.405017,2025-10-31 07:33:49.405017,1
558,LEAD-7JU6Y8AG,Jane M Long,4212,Phone Followup,Qualifying,,2025-10-31 07:33:49.487693,2025-10-31 07:33:49.487693,1
559,LEAD-YR7XZG45,Pure Paint Florida LLC,4507,Called LVM,Qualifying,,2025-10-31 07:33:49.569129,2025-10-31 07:33:49.569129,1
560,LEAD-9T2KSPJA,INTEGRITY INTERNATIONAL TRADING LLC,4612,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:49.65162,2025-10-31 07:33:49.65162,1
561,LEAD-88W6HACL,OUR HIDEAWAY CAFE LLC,4005,Application Sent To Merchant,Deal Status,,2025-10-31 07:33:50.067579,2025-10-31 07:33:50.067579,1
562,LEAD-XYXDNR0A,venice area mobile meals,4715,Pitched Decision Maker,Deal Status,,2025-10-31 07:33:50.150329,2025-10-31 07:33:50.150329,1
563,LEAD-DD2A0ZT5,Quick Biz Pro US LLC,4508,Buried - Zero Chance For Deal,Dead End,,2025-10-31 07:33:50.232559,2025-10-31 07:33:50.232559,1
564,LEAD-1DH8LXKS,MDGLCC FOUNDATION INC,4614,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:50.316905,2025-10-31 07:33:50.316905,1
565,LEAD-RQZ22261,A1 Mobile Mechanic Service LLC,4232,Proposal Completed,Deal Status,,2025-10-31 07:33:50.565686,2025-10-31 07:33:50.565686,1
566,LEAD-8PVOHO61,AIR-CON SPECIALIST INC. DBA AIR SPECIALISTS,4604,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:50.647613,2025-10-31 07:33:50.647613,1
567,LEAD-CYZWAWEO,Cassariano Italian Eatery,4715,Following Up For Decision,Deal Status,,2025-10-31 07:33:50.73076,2025-10-31 07:33:50.73076,1
568,LEAD-P88TI9AR,"Coins, Pawn and Collectables LLC",4715,Future Follow Up,Not Yet Interested,,2025-10-31 07:33:50.979054,2025-10-31 07:33:50.979054,1
569,LEAD-T2BGRMEU,GLOBEBADIME AVIATION LLC,4613,Application Pended,Underwriting,,2025-10-31 07:33:51.061993,2025-10-31 07:33:51.061993,1
1270,LEAD-XYE78R4W,LA Ainger  Middle School PTO Inc.,4020,Volume Too Low,Dead End,,2025-10-31 12:27:52.518267,2025-10-31 12:27:52.518267,1
570,LEAD-SJ0QFD35,Frank Aubert LLC,4621,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:51.228429,2025-10-31 07:33:51.228429,1
571,LEAD-OSYKVRME,LA ROMANITA RESTAURANT AND LOUNGE LLC,4624,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:51.311314,2025-10-31 07:33:51.311314,1
572,LEAD-ZAKDM32R,COCO'S BOAT RENTALS LLC,4001,Phone Followup,Qualifying,,2025-10-31 07:33:51.889837,2025-10-31 07:33:51.889837,1
573,LEAD-5JPTYUTC,Edgewater Power Boats,4601,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:51.972251,2025-10-31 07:33:51.972251,1
574,LEAD-5IK3K53A,Star Fabrication LLC,1409,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:52.054278,2025-10-31 07:33:52.054278,1
575,LEAD-TYNM3ZJV,Elia,4614,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:52.137035,2025-10-31 07:33:52.137035,1
576,LEAD-I1FYHLMG,Machete International Group Inc,4624,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:52.221725,2025-10-31 07:33:52.221725,1
577,LEAD-R202AHCM,RAD WEB LLC,4617,Buried - No Reason Specified,Dead End,,2025-10-31 07:33:52.38682,2025-10-31 07:33:52.38682,1
578,LEAD-JXBD9OEB,FOUR STAR RENTALS  INC,4007,Shopped Us Back,Not Yet Interested,,2025-10-31 07:33:52.552026,2025-10-31 07:33:52.552026,1
579,LEAD-1F3BJZ84,"KEYS WATERFRONT REALTY, INC.",4009,Future Follow Up,Not Yet Interested,,2025-10-31 07:33:52.716962,2025-10-31 07:33:52.716962,1
580,LEAD-FZXFS9HH,EAG & Associates LLC,4709,Cannot Convert Equipment,Dead End,,2025-10-31 07:33:53.106614,2025-10-31 07:33:53.106614,1
581,LEAD-210DP76C,Island Deli LLC,4004,Appointment For Presentation Set,Qualifying,,2025-10-31 07:33:53.188576,2025-10-31 07:33:53.188576,1
582,LEAD-B3US4G7Y,Island Deli LLC,4004,Appointment For Presentation Set,Qualifying,,2025-10-31 07:33:53.45676,2025-10-31 07:33:53.45676,1
583,LEAD-SSJ8G87E,BEST AMERICAN STORAGE LAKE WALES LLC,4212,Called LVM,Qualifying,,2025-10-31 07:33:53.540526,2025-10-31 07:33:53.540526,1
584,LEAD-89RICRGY,REBULIN MECHANIC LLC,4506,Called LVM,Qualifying,,2025-10-31 07:33:53.622941,2025-10-31 07:33:53.622941,1
585,LEAD-0IQ3KSK6,Cole & Cole,5004,Called LVM,Qualifying,,2025-10-31 07:33:53.705107,2025-10-31 07:33:53.705107,1
586,LEAD-V6KM9UP4,NEWCOMERS' CLUB OF CONWAY,1013,Volume Too Low,Dead End,,2025-10-31 07:33:53.785926,2025-10-31 07:33:53.785926,1
587,LEAD-K16XHOM8,Rugged Repair and Fabrication,1202,Future Follow Up,Not Yet Interested,,2025-10-31 07:33:53.867957,2025-10-31 07:33:53.867957,1
588,LEAD-O2COXN7I,J & J Pool Specialist,4505,Phone Followup,Qualifying,,2025-10-31 07:33:53.951058,2025-10-31 07:33:53.951058,1
589,LEAD-HI4CKOGT,LA NINA RESTAURANT INC,4005,Phone Followup,Qualifying,,2025-10-31 07:33:54.032746,2025-10-31 07:33:54.032746,1
590,LEAD-KFYQRNS9,LESLIE JONES STEELE,1403,Called LVM,Qualifying,,2025-10-31 07:33:54.115029,2025-10-31 07:33:54.115029,1
591,LEAD-D1ZBKCUA,ALL IN BOAT LIFT INSTALLATIONS LLC,4001,Difficult To Reach,Not Yet Interested,,2025-10-31 07:33:54.362502,2025-10-31 07:33:54.362502,1
